매물확인방식,보증금,월세,전용면적,해당층,총층,방수,주차가능여부,총주차대수,관리비,제공플랫폼,허위매물여부,게재일_변환,방향_0,방향_1,방향_2,방향_3,방향_4,방향_5,방향_6,방향_7
2,120000000.0,110000,24.01,6.0,10.0,2.0,0,8.0,17,1,1,394,False,True,False,False,False,False,False,False
2,122500000.0,310000,21.06,2.0,17.0,1.0,0,7.0,5,1,0,132,False,False,False,False,False,False,False,True
2,21000000.0,330000,31.43,6.0,20.0,1.0,0,35.0,1,4,0,590,False,False,False,False,True,False,False,False
2,160500000.0,310000,24.39,4.0,6.0,2.0,0,5.0,3,1,0,575,False,False,True,False,False,False,False,False
2,32000000.0,310000,27.25,5.0,7.0,1.0,0,5.0,17,0,0,625,True,False,False,False,False,False,False,False
2,113500000.0,690000,26.15,9.0,21.0,1.0,1,10.0,4,0,0,118,False,False,False,False,False,False,True,False
2,193500000.0,180000,24.79,2.0,3.0,1.0,1,3.0,0,0,0,452,False,False,True,False,False,False,False,False
2,31000000.0,330000,19.55,1.0,13.0,1.0,1,11.0,0,1,0,199,False,False,True,False,False,False,False,False
2,340500000.0,580000,32.59,3.0,8.0,1.0,0,15.0,2,1,0,593,False,False,False,True,False,False,False,False
0,13500000.0,290000,17.5,8.0,14.0,1.0,0,104.0,17,2,0,531,False,False,True,False,False,False,False,False
1,152000000.0,350000,28.27,3.0,6.0,1.0,1,5.0,8,1,0,550,False,False,True,False,False,False,False,False
2,17000000.0,270000,26.78,2.0,11.0,1.0,0,21.0,1,0,0,560,True,False,False,False,False,False,False,False
1,154500000.0,460000,26.104999999999997,3.0,4.0,1.0,1,2.0,0,1,0,542,False,False,True,False,False,False,False,False
1,163000000.0,280000,25.29,3.0,5.0,1.0,1,1.0,5,0,0,618,False,True,False,False,False,False,False,False
1,357500000.0,120000,17.5,3.0,6.0,1.0,1,6.0,9,0,0,448,False,False,False,True,False,False,False,False
2,135000000.0,290000,29.31,3.0,14.0,1.0,1,40.0,7,3,0,300,False,False,True,False,False,False,False,False
2,30000000.0,350000,42.97,4.0,4.0,2.0,0,4.0,0,0,0,560,False,False,False,True,False,False,False,False
0,27500000.0,720000,19.83,2.0,4.0,1.0,0,1.0,3,0,0,621,False,False,False,True,False,False,False,False
2,138000000.0,50000,27.045,5.0,5.0,1.0,1,4.0,8,4,0,533,False,False,False,True,False,False,False,False
2,26000000.0,680000,28.09,3.0,5.0,2.0,0,4.0,0,1,0,542,False,False,False,True,False,False,False,False
2,21500000.0,280000,26.78,2.0,3.0,2.0,1,2.0,0,1,0,586,False,False,False,True,False,False,False,False
0,196000000.0,620000,25.18,3.0,4.0,2.0,1,3.0,3,0,0,595,False,False,False,True,False,False,False,False
2,397000000.0,490000,25.97,5.0,8.0,1.0,1,5.0,3,0,0,187,False,False,False,False,False,False,False,True
2,86500000.0,430000,41.8,2.0,3.0,2.0,1,18.0,0,0,0,424,True,False,False,False,False,False,False,False
1,128500000.0,570000,29.75,2.0,4.0,1.0,1,2.0,0,1,0,539,True,False,False,False,False,False,False,False
2,177500000.0,120000,17.5,4.0,8.0,1.0,1,4.0,10,0,1,315,False,False,False,False,False,False,False,True
2,369000000.0,410000,27.51,3.0,4.0,2.0,0,5.0,1,3,0,474,False,False,True,False,False,False,False,False
2,75000000.0,420000,27.25,2.0,6.0,1.0,0,4.0,6,1,0,536,False,False,False,False,False,False,False,True
2,24000000.0,700000,33.05,2.0,3.0,2.0,1,2.0,0,5,0,653,False,False,False,True,False,False,False,False
2,174500000.0,110000,17.5,3.0,8.0,1.0,1,9.0,10,0,0,386,False,False,True,False,False,False,False,False
2,27000000.0,210000,26.15,7.0,19.0,2.0,0,31.0,4,1,0,602,False,False,False,False,False,False,False,True
2,150500000.0,390000,28.27,3.0,7.0,1.0,0,4.0,7,1,0,657,False,False,False,True,False,False,False,False
1,121500000.0,500000,26.13,3.0,3.0,2.0,1,38.0,5,0,0,237,False,False,False,False,True,False,False,False
2,24500000.0,460000,22.45,8.0,10.0,1.0,0,49.0,8,0,0,440,False,False,False,False,False,False,False,True
2,176000000.0,560000,27.36,3.0,10.0,1.0,1,18.0,9,4,0,484,False,False,False,True,False,False,False,False
1,20000000.0,490000,25.985,3.0,5.0,2.0,0,4.0,0,1,0,569,False,True,False,False,False,False,False,False
1,359000000.0,90000,17.5,8.0,9.0,1.0,0,4.0,0,0,0,537,False,False,True,False,False,False,False,False
2,127000000.0,300000,28.03,12.0,18.0,1.0,1,47.0,5,0,0,131,False,False,True,False,False,False,False,False
2,97000000.0,230000,26.59,4.0,4.0,1.0,0,2.0,16,0,0,491,False,False,False,False,False,True,False,False
0,22000000.0,470000,19.8,3.0,6.0,1.0,1,4.0,10,2,0,527,False,False,True,False,False,False,False,False
0,141500000.0,150000,27.045,6.0,6.0,1.0,1,4.0,10,1,0,581,False,False,False,False,False,False,True,False
1,392000000.0,640000,20.69,3.0,3.0,1.0,1,12.0,0,4,0,654,False,True,False,False,False,False,False,False
2,68000000.0,670000,25.58,5.0,6.0,1.0,1,5.0,18,0,1,140,False,False,False,False,False,False,False,True
2,105000000.0,660000,17.52,3.0,5.0,1.0,1,8.0,17,0,1,161,False,False,False,False,False,False,False,True
2,189000000.0,160000,32.59,3.0,9.0,1.0,0,9.0,5,1,0,486,False,True,False,False,False,False,False,False
0,19000000.0,540000,25.985,2.0,5.0,1.0,1,4.0,0,3,0,602,True,False,False,False,False,False,False,False
2,113000000.0,230000,34.94,5.0,12.0,1.0,0,50.0,8,4,0,193,False,False,False,False,False,False,False,True
2,9000000.0,100000,27.01,3.0,4.0,1.0,0,44.0,1,2,0,263,False,False,False,False,False,False,False,True
2,9500000.0,660000,25.57,13.0,14.0,1.0,0,36.0,2,0,0,507,False,False,True,False,False,False,False,False
2,170000000.0,350000,24.39,2.0,3.0,2.0,0,1.0,0,0,0,548,False,False,False,True,False,False,False,False
2,121000000.0,390000,29.98,5.0,6.0,2.0,1,17.0,3,6,0,134,False,False,False,False,False,False,False,True
0,8500000.0,120000,17.5,1.0,10.0,1.0,0,45.0,13,11,0,493,False,False,False,True,False,False,False,False
2,172500000.0,250000,25.29,3.0,4.0,2.0,1,3.0,0,6,0,492,False,False,False,True,False,False,False,False
2,114500000.0,560000,23.59,1.0,8.0,1.0,1,26.0,12,0,0,584,True,False,False,False,False,False,False,False
2,84500000.0,650000,25.58,2.0,3.0,2.0,1,3.0,0,0,0,574,True,False,False,False,False,False,False,False
2,137500000.0,380000,39.12,8.0,14.0,2.0,0,30.0,4,1,0,621,False,True,False,False,False,False,False,False
2,128500000.0,470000,18.66,4.0,7.0,2.0,0,7.0,14,0,0,334,False,True,False,False,False,False,False,False
1,328000000.0,370000,40.31,4.0,6.0,2.0,0,26.0,11,1,0,524,False,False,True,False,False,False,False,False
2,147500000.0,400000,28.27,4.0,5.0,2.0,0,5.0,1,4,0,557,False,False,False,True,False,False,False,False
2,11000000.0,510000,39.66,2.0,3.0,2.0,0,1.0,6,0,0,360,False,False,True,False,False,False,False,False
0,173000000.0,520000,42.05,3.0,7.0,1.0,1,19.0,0,6,0,403,False,False,False,False,False,False,True,False
2,22500000.0,60000,27.58,2.0,3.0,2.0,1,2.0,0,2,0,604,True,False,False,False,False,False,False,False
2,189000000.0,490000,20.13,4.0,6.0,1.0,0,2.0,8,4,0,610,True,False,False,False,False,False,False,False
2,195500000.0,260000,17.5,4.0,7.0,1.0,0,3.0,0,0,1,452,False,False,True,False,False,False,False,False
2,338000000.0,260000,17.5,20.0,20.0,2.0,1,47.0,7,0,0,442,False,False,False,False,False,False,True,False
2,12000000.0,610000,28.09,3.0,5.0,2.0,0,6.0,8,1,0,483,False,False,False,True,False,False,False,False
0,104000000.0,220000,26.59,5.0,5.0,2.0,1,4.0,9,5,0,575,False,True,False,False,False,False,False,False
2,106000000.0,310000,17.5,3.0,5.0,1.0,1,1.0,7,0,0,336,False,False,True,False,False,False,False,False
2,159500000.0,90000,29.91,6.0,6.0,2.0,0,5.0,15,0,0,527,True,False,False,False,False,False,False,False
0,180500000.0,50000,20.08,6.0,11.0,2.0,1,25.0,9,2,0,245,False,False,True,False,False,False,False,False
1,79500000.0,640000,20.07,6.0,17.0,1.0,0,18.0,2,0,0,507,False,False,True,False,False,False,False,False
2,140000000.0,250000,27.48,3.0,5.0,2.0,0,10.0,0,2,0,427,False,False,False,False,False,False,False,True
1,103500000.0,600000,29.84,9.0,10.0,2.0,0,34.0,20,2,0,424,False,True,False,False,False,False,False,False
2,127000000.0,450000,19.83,2.0,6.0,1.0,1,3.0,8,0,0,288,False,False,False,True,False,False,False,False
1,399500000.0,580000,17.5,16.0,21.0,1.0,0,166.0,11,3,0,563,False,False,False,True,False,False,False,False
2,93500000.0,510000,19.52,9.0,11.0,1.0,1,28.0,2,0,0,161,False,False,False,True,False,False,False,False
0,88500000.0,610000,27.84,5.0,5.0,1.0,1,5.0,10,2,1,176,False,False,False,False,False,False,True,False
1,122500000.0,240000,20.1,4.0,7.0,1.0,0,2.0,0,0,0,559,True,False,False,False,False,False,False,False
2,75000000.0,230000,17.5,9.0,12.0,2.0,1,24.0,2,1,0,150,True,False,False,False,False,False,False,False
2,99000000.0,380000,28.14,5.0,10.0,1.0,0,43.0,9,0,0,224,False,False,False,True,False,False,False,False
0,192000000.0,290000,25.29,4.0,4.0,2.0,0,1.0,11,2,0,558,False,False,False,True,False,False,False,False
2,356500000.0,400000,27.16,9.0,10.0,2.0,0,34.0,3,8,0,591,False,True,False,False,False,False,False,False
2,155000000.0,140000,17.5,5.0,15.0,1.0,1,42.0,7,4,0,405,False,False,False,False,False,False,False,True
1,13000000.0,540000,25.985,2.0,3.0,2.0,0,1.0,0,0,0,476,False,False,True,False,False,False,False,False
2,22000000.0,430000,18.54,14.0,21.0,1.0,0,109.0,0,2,1,410,False,False,False,False,False,True,False,False
2,397500000.0,730000,30.32,8.0,14.0,1.0,0,49.0,3,1,0,397,False,False,False,False,False,False,True,False
2,111000000.0,650000,26.59,5.0,10.0,1.0,1,41.0,6,3,0,636,False,False,False,False,True,False,False,False
0,191500000.0,260000,25.29,4.0,7.0,1.0,0,1.0,11,3,0,461,False,True,False,False,False,False,False,False
2,356000000.0,150000,39.5,3.0,6.0,2.0,0,10.0,3,0,0,622,False,False,False,False,False,False,True,False
1,73000000.0,420000,37.11,4.0,8.0,1.0,1,15.0,18,2,1,391,False,False,False,True,False,False,False,False
2,163000000.0,160000,29.14,2.0,4.0,2.0,1,2.0,0,3,0,570,False,False,True,False,False,False,False,False
1,343000000.0,250000,38.79,6.0,17.0,2.0,1,14.0,8,1,0,327,False,False,False,True,False,False,False,False
2,157500000.0,690000,29.98,5.0,6.0,2.0,0,17.0,3,6,0,607,False,False,False,True,False,False,False,False
2,10500000.0,640000,28.09,2.0,4.0,2.0,0,1.0,0,0,0,513,False,False,False,False,False,False,False,True
2,153000000.0,130000,27.045,4.0,7.0,2.0,1,6.0,15,0,1,0,False,False,False,False,False,False,True,False
2,93500000.0,620000,25.58,4.0,7.0,2.0,0,5.0,4,0,0,558,False,False,False,False,False,False,False,True
2,69000000.0,120000,25.08,12.0,21.0,1.0,1,19.0,0,4,0,582,False,False,False,False,False,False,False,True
2,21500000.0,580000,21.35,15.0,15.0,1.0,1,31.0,0,1,0,454,False,False,False,False,False,False,False,True
0,28000000.0,620000,28.09,4.0,4.0,1.0,1,2.0,7,0,0,470,False,False,True,False,False,False,False,False
2,153500000.0,710000,27.76,3.0,7.0,1.0,1,6.0,0,2,0,505,False,False,False,False,False,False,False,True
0,175500000.0,600000,32.83,7.0,10.0,1.0,0,49.0,10,0,0,657,False,False,False,False,True,False,False,False
1,397500000.0,550000,25.85,4.0,8.0,1.0,1,50.0,4,2,0,126,True,False,False,False,False,False,False,False
2,24500000.0,190000,26.44,2.0,5.0,1.0,0,4.0,1,0,0,558,False,False,True,False,False,False,False,False
2,14500000.0,210000,26.78,2.0,3.0,2.0,0,1.0,0,0,0,511,False,False,False,True,False,False,False,False
2,92500000.0,610000,25.58,6.0,7.0,1.0,1,8.0,5,7,0,548,False,False,False,True,False,False,False,False
0,26000000.0,230000,27.51,6.0,7.0,2.0,0,19.0,2,1,0,526,False,False,False,False,False,True,False,False
2,350000000.0,490000,37.85,4.0,9.0,2.0,1,3.0,11,3,1,105,False,False,False,False,False,False,True,False
0,30500000.0,350000,17.5,5.0,5.0,2.0,1,3.0,13,2,0,323,False,False,False,False,False,False,True,False
2,131500000.0,530000,46.41,4.0,6.0,2.0,0,5.5,5,1,0,472,False,False,False,False,False,False,False,True
2,389500000.0,610000,26.4,2.0,3.0,1.0,1,2.0,0,2,0,561,False,True,False,False,False,False,False,False
2,9000000.0,100000,27.58,4.0,6.0,2.0,0,4.0,13,0,0,489,False,False,False,False,False,False,False,True
2,136000000.0,560000,22.9,4.0,14.0,1.0,0,41.0,1,1,0,231,False,False,False,True,False,False,False,False
2,27000000.0,370000,28.52,5.0,5.0,2.0,0,1.0,2,2,0,524,True,False,False,False,False,False,False,False
2,144500000.0,320000,28.27,3.0,5.0,1.0,1,5.0,0,1,0,576,False,False,False,True,False,False,False,False
2,380500000.0,100000,25.56,3.0,4.0,2.0,1,3.0,3,3,0,477,True,False,False,False,False,False,False,False
1,348500000.0,50000,17.5,5.0,17.0,1.0,0,21.0,7,5,0,494,False,False,False,True,False,False,False,False
2,12500000.0,110000,27.58,4.0,7.0,1.0,1,8.0,15,0,1,141,False,False,False,False,False,False,False,True
0,142500000.0,330000,29.7,5.0,5.0,1.0,1,5.0,0,2,1,212,False,False,False,False,False,False,False,True
2,84000000.0,290000,26.59,2.0,6.0,1.0,0,1.0,0,2,1,303,False,False,True,False,False,False,False,False
2,404000000.0,200000,19.77,18.0,19.0,2.0,0,47.0,0,0,0,647,False,False,False,True,False,False,False,False
0,70000000.0,110000,22.23,11.0,18.0,2.0,1,44.0,12,0,0,456,False,False,True,False,False,False,False,False
1,28500000.0,380000,34.71,3.0,9.0,1.0,0,18.0,11,1,0,500,False,False,True,False,False,False,False,False
2,120500000.0,610000,27.76,4.0,6.0,2.0,0,1.0,0,3,0,622,False,False,False,False,False,True,False,False
2,116000000.0,370000,28.27,2.0,7.0,1.0,0,25.0,20,9,0,281,False,False,False,False,False,False,False,True
1,112500000.0,230000,27.445,3.0,7.0,1.0,0,6.0,8,1,0,604,False,False,True,False,False,False,False,False
0,184500000.0,170000,27.46,1.0,2.0,1.0,1,33.0,12,2,0,290,False,False,True,False,False,False,False,False
2,337000000.0,270000,25.9,3.0,12.0,1.0,0,40.0,13,1,0,211,False,False,False,True,False,False,False,False
2,193000000.0,370000,24.39,5.0,6.0,2.0,0,1.0,2,0,0,320,False,False,False,False,False,False,False,True
2,33000000.0,300000,27.26,8.0,18.0,1.0,1,26.0,4,0,0,409,False,False,False,True,False,False,False,False
2,123000000.0,750000,19.83,3.0,5.0,1.0,1,6.0,8,0,0,577,False,False,False,True,False,False,False,False
0,28000000.0,60000,34.77,5.0,6.0,1.0,0,39.0,8,0,0,401,False,False,True,False,False,False,False,False
2,397500000.0,630000,30.42,11.0,17.0,1.0,1,17.0,6,1,0,253,False,True,False,False,False,False,False,False
2,408500000.0,480000,27.16,1.0,2.0,1.0,0,5.0,7,1,0,569,False,True,False,False,False,False,False,False
1,183000000.0,260000,25.29,2.0,3.0,1.0,0,1.0,0,2,0,564,False,False,True,False,False,False,False,False
2,15500000.0,420000,23.14,2.0,4.0,1.0,1,3.0,23,0,1,330,False,False,False,False,False,False,False,True
2,83000000.0,40000,26.53,9.0,12.0,1.0,1,28.0,15,1,0,251,False,False,True,False,False,False,False,False
2,139000000.0,90000,27.045,4.0,5.0,1.0,0,4.0,9,1,0,525,False,False,False,True,False,False,False,False
2,90500000.0,310000,28.99,9.0,16.0,2.0,0,44.0,7,1,0,617,False,True,False,False,False,False,False,False
2,92500000.0,150000,24.05,3.0,5.0,2.0,0,5.0,14,0,0,612,False,False,True,False,False,False,False,False
1,22500000.0,660000,28.09,3.0,5.0,1.0,1,5.0,0,0,0,519,False,False,True,False,False,False,False,False
2,8500000.0,650000,28.09,3.0,4.0,2.0,1,2.0,10,2,1,276,False,False,False,False,False,False,True,False
2,325500000.0,310000,24.39,3.0,6.0,1.0,1,5.0,11,2,1,238,False,False,False,False,False,False,False,True
2,398500000.0,520000,17.5,4.0,7.0,1.0,0,2.0,14,2,0,571,False,False,False,False,False,False,True,False
2,108000000.0,390000,27.25,2.0,3.0,2.0,0,1.0,0,0,0,603,False,False,False,False,False,False,False,True
2,72500000.0,680000,25.58,3.0,6.0,1.0,1,7.0,7,5,0,564,False,False,False,False,True,False,False,False
1,378000000.0,350000,27.51,10.5,15.0,1.0,0,40.0,4,1,0,499,False,False,False,True,False,False,False,False
2,160000000.0,570000,29.75,2.0,5.0,1.0,1,7.0,3,0,1,121,False,False,False,False,False,False,True,False
1,18500000.0,390000,18.87,6.0,16.0,1.0,0,54.0,1,5,0,470,False,False,False,True,False,False,False,False
2,158500000.0,100000,29.14,3.0,6.0,2.0,0,1.0,3,2,0,566,True,False,False,False,False,False,False,False
2,147000000.0,270000,36.3,5.0,5.0,2.0,0,5.5,7,2,0,571,False,False,False,False,False,False,False,True
2,186000000.0,340000,24.39,4.0,8.0,1.0,0,4.0,11,7,0,554,False,False,False,False,False,True,False,False
2,188000000.0,340000,18.87,9.0,16.0,1.0,0,54.0,9,2,0,559,False,False,False,True,False,False,False,False
2,28500000.0,150000,40.89,6.0,6.0,1.0,0,5.5,0,1,0,541,False,False,False,True,False,False,False,False
0,127500000.0,490000,26.104999999999997,3.0,5.0,2.0,0,5.0,0,4,0,602,False,False,False,False,False,False,False,True
2,162000000.0,560000,30.57,8.0,19.0,1.0,0,34.0,9,2,0,247,False,False,False,False,True,False,False,False
2,25000000.0,520000,49.6,5.0,5.0,1.0,0,5.0,9,1,0,168,False,False,True,False,False,False,False,False
2,29500000.0,470000,36.84,3.0,3.0,2.0,1,18.0,1,1,0,545,False,False,False,True,False,False,False,False
2,78500000.0,180000,26.59,2.0,3.0,1.0,1,2.0,10,4,0,512,False,False,False,True,False,False,False,False
2,170500000.0,300000,17.5,6.0,19.0,1.0,0,29.0,9,0,0,245,False,False,True,False,False,False,False,False
1,120500000.0,720000,36.82,2.0,3.0,2.0,1,18.0,0,0,0,445,True,False,False,False,False,False,False,False
2,151000000.0,480000,30.58,2.0,3.0,2.0,1,2.0,5,0,0,632,False,False,True,False,False,False,False,False
2,23000000.0,550000,29.75,7.0,7.0,1.0,0,4.0,0,0,0,462,False,False,True,False,False,False,False,False
1,356000000.0,100000,17.5,7.0,17.0,1.0,0,99.0,0,0,0,533,False,False,True,False,False,False,False,False
2,381500000.0,540000,25.97,3.0,4.0,2.0,1,2.0,1,0,0,487,False,False,False,True,False,False,False,False
0,24000000.0,150000,27.58,3.0,5.0,2.0,1,5.0,0,3,0,495,False,False,True,False,False,False,False,False
2,87000000.0,690000,25.58,4.0,5.0,2.0,0,5.0,0,1,0,586,False,False,False,False,False,False,False,True
2,161500000.0,370000,24.39,3.0,7.0,1.0,1,8.0,10,0,1,259,False,False,True,False,False,False,False,False
1,21000000.0,530000,29.37,2.0,3.0,2.0,1,2.0,0,0,0,491,False,False,True,False,False,False,False,False
2,27500000.0,260000,18.04,10.5,15.0,1.0,0,200.0,6,2,0,588,False,False,True,False,False,False,False,False
2,102500000.0,490000,26.295,2.0,3.0,2.0,1,2.0,1,1,0,518,True,False,False,False,False,False,False,False
1,25500000.0,120000,27.58,3.0,4.0,2.0,1,2.0,1,0,0,425,False,False,False,True,False,False,False,False
1,100500000.0,240000,26.59,2.0,3.0,2.0,1,2.0,1,3,0,378,False,False,True,False,False,False,False,False
2,175000000.0,140000,26.2,4.0,5.0,1.0,1,4.0,0,0,0,465,False,False,False,False,False,False,True,False
1,188500000.0,380000,24.39,2.0,4.0,2.0,1,3.0,0,1,0,581,False,False,True,False,False,False,False,False
1,90000000.0,180000,26.59,3.0,6.0,1.0,1,4.0,0,1,0,468,False,False,False,True,False,False,False,False
2,69500000.0,250000,31.85,3.0,7.0,2.0,0,10.0,0,0,0,550,False,False,False,False,False,False,False,True
2,149500000.0,460000,27.66,7.0,18.0,1.0,0,29.0,6,0,0,658,False,False,False,True,False,False,False,False
1,101500000.0,620000,25.58,5.0,8.0,1.0,0,6.0,1,0,0,440,False,False,False,False,True,False,False,False
0,101000000.0,290000,26.59,2.0,3.0,2.0,1,2.0,3,0,0,286,True,False,False,False,False,False,False,False
0,193000000.0,710000,25.18,3.0,4.0,1.0,1,2.0,6,2,0,497,True,False,False,False,False,False,False,False
2,13500000.0,410000,26.25,4.0,5.0,1.0,0,2.0,8,0,0,481,False,False,False,False,False,False,False,True
1,350000000.0,550000,25.97,4.0,4.0,2.0,0,1.0,0,1,0,514,False,False,True,False,False,False,False,False
1,171000000.0,60000,17.5,5.0,9.0,1.0,1,8.0,9,0,0,501,False,True,False,False,False,False,False,False
2,143000000.0,710000,27.76,2.0,3.0,2.0,1,2.0,3,0,0,578,False,False,True,False,False,False,False,False
2,343500000.0,510000,25.97,2.0,3.0,2.0,1,2.0,0,1,1,349,True,False,False,False,False,False,False,False
1,157500000.0,380000,29.92,4.0,7.0,2.0,0,6.0,5,0,0,351,False,False,False,True,False,False,False,False
1,189500000.0,380000,19.8,5.0,7.0,1.0,0,10.0,8,0,0,415,False,False,True,False,False,False,False,False
2,365500000.0,750000,49.59,3.0,5.0,2.0,1,5.5,15,3,1,417,False,False,False,True,False,False,False,False
2,169000000.0,170000,40.31,4.0,6.0,2.0,0,26.0,8,1,0,564,False,False,True,False,False,False,False,False
0,190500000.0,560000,28.17,5.0,6.0,1.0,1,5.0,0,3,0,607,True,False,False,False,False,False,False,False
2,83000000.0,20000,17.5,11.0,19.0,2.0,0,34.0,5,0,0,185,False,False,False,True,False,False,False,False
1,31000000.0,570000,24.87,2.0,12.0,1.0,1,47.0,0,1,0,313,False,False,False,False,False,False,False,True
2,167500000.0,250000,27.73,4.0,7.0,2.0,0,7.0,1,0,0,545,False,False,False,True,False,False,False,False
2,96500000.0,290000,26.59,2.0,3.0,2.0,1,2.0,0,1,0,558,False,False,False,True,False,False,False,False
2,193000000.0,260000,25.29,3.0,3.0,1.0,1,3.0,0,4,0,584,False,False,False,False,False,False,True,False
2,129000000.0,690000,17.5,9.0,16.0,1.0,0,38.0,4,3,0,467,False,False,False,True,False,False,False,False
2,16500000.0,150000,27.58,3.0,4.0,2.0,1,2.0,0,1,0,576,False,True,False,False,False,False,False,False
2,107500000.0,690000,23.14,2.0,3.0,1.0,1,3.0,0,0,0,590,False,False,False,False,True,False,False,False
2,179000000.0,70000,36.8,6.0,10.0,1.0,1,31.0,12,3,0,193,False,True,False,False,False,False,False,False
2,121500000.0,450000,21.83,8.0,14.0,1.0,0,30.0,0,2,0,575,False,False,False,False,False,False,False,True
0,137000000.0,740000,19.83,4.0,6.0,1.0,1,6.0,10,1,0,555,False,False,False,True,False,False,False,False
1,124000000.0,90000,24.61,4.0,4.0,1.0,0,23.0,1,2,0,425,False,False,False,True,False,False,False,False
2,92500000.0,400000,32.71,2.0,4.0,1.0,1,41.0,15,4,0,311,False,False,False,True,False,False,False,False
1,28000000.0,710000,39.73,8.0,8.0,2.0,0,7.0,3,0,0,548,False,False,False,True,False,False,False,False
2,177500000.0,20000,29.14,3.0,21.0,1.0,1,10.0,12,4,0,648,False,False,True,False,False,False,False,False
2,361000000.0,360000,39.11,3.0,14.0,2.0,0,38.0,14,2,0,626,False,False,False,True,False,False,False,False
1,170500000.0,740000,17.5,3.0,5.0,1.0,1,1.0,9,0,1,308,False,False,False,False,False,False,False,True
2,347000000.0,70000,20.23,1.0,12.0,1.0,1,30.0,22,1,0,403,True,False,False,False,False,False,False,False
2,118500000.0,540000,26.104999999999997,2.0,3.0,2.0,1,2.0,0,9,0,528,False,False,True,False,False,False,False,False
2,153000000.0,250000,40.89,6.0,6.0,1.0,0,11.0,0,2,0,537,True,False,False,False,False,False,False,False
2,326500000.0,110000,29.6,5.0,9.0,1.0,0,8.0,0,2,0,463,False,False,False,False,False,False,False,True
2,21000000.0,660000,28.09,1.0,11.0,1.0,0,11.0,0,0,0,349,False,False,True,False,False,False,False,False
0,323000000.0,320000,23.69,1.0,17.0,2.0,1,48.0,3,0,0,316,True,False,False,False,False,False,False,False
2,406000000.0,390000,21.8,3.0,20.0,1.0,1,13.0,8,0,0,132,False,False,False,False,False,False,False,True
2,123500000.0,470000,39.22,3.0,3.0,1.0,0,16.0,10,0,0,635,False,False,True,False,False,False,False,False
2,92000000.0,150000,24.05,3.0,5.0,2.0,0,1.0,0,0,0,526,False,False,False,True,False,False,False,False
0,6000000.0,380000,24.88,3.0,9.0,1.0,0,7.0,7,0,0,386,False,False,True,False,False,False,False,False
2,25000000.0,720000,28.09,3.0,5.0,2.0,1,5.0,0,0,0,566,False,False,True,False,False,False,False,False
0,128500000.0,330000,28.27,4.0,5.0,2.0,1,5.0,0,3,0,532,False,False,True,False,False,False,False,False
2,135000000.0,500000,17.5,8.0,14.0,1.0,0,104.0,13,0,0,448,False,False,True,False,False,False,False,False
2,30000000.0,80000,22.77,3.0,17.0,1.0,1,27.0,0,4,0,530,False,False,False,False,False,False,False,True
1,100000000.0,380000,39.64,5.0,8.0,1.0,0,5.0,2,0,0,455,False,False,False,False,False,False,False,True
2,17500000.0,740000,19.17,3.0,16.0,1.0,0,8.0,11,1,0,428,False,True,False,False,False,False,False,False
2,368000000.0,400000,35.29,13.0,18.0,1.0,1,16.0,21,4,0,605,False,False,True,False,False,False,False,False
0,122500000.0,370000,36.36,2.0,4.0,2.0,1,18.0,2,0,0,593,False,False,False,True,False,False,False,False
1,66500000.0,610000,25.58,2.0,5.0,1.0,0,7.0,0,2,0,484,False,False,False,True,False,False,False,False
2,338000000.0,730000,38.03,2.0,7.0,1.0,0,34.0,6,2,0,426,True,False,False,False,False,False,False,False
2,179000000.0,150000,29.93,5.0,6.0,2.0,0,5.0,12,1,0,675,True,False,False,False,False,False,False,False
2,385500000.0,150000,25.56,5.0,6.0,2.0,0,5.0,9,0,0,533,False,False,False,False,False,False,False,True
2,402500000.0,310000,27.51,4.0,6.0,2.0,1,5.0,13,3,1,125,False,False,False,False,False,False,False,True
0,144500000.0,120000,17.5,12.0,13.0,1.0,0,20.0,0,1,0,461,False,False,False,False,False,False,False,True
2,143500000.0,690000,31.4,2.0,3.0,2.0,0,1.0,0,0,1,376,False,False,False,True,False,False,False,False
2,79000000.0,110000,23.1,2.0,3.0,1.0,1,3.0,0,0,0,546,True,False,False,False,False,False,False,False
2,137000000.0,100000,27.045,4.0,8.0,1.0,0,3.0,22,3,0,502,False,False,False,True,False,False,False,False
1,75500000.0,180000,26.59,7.0,8.0,1.0,1,6.0,3,0,0,586,False,False,True,False,False,False,False,False
2,170500000.0,650000,25.18,4.0,5.0,1.0,1,5.0,0,10,0,532,False,False,False,False,True,False,False,False
2,140500000.0,370000,28.27,2.0,4.0,1.0,1,2.0,1,3,0,509,False,False,True,False,False,False,False,False
2,89500000.0,80000,23.66,1.0,4.0,1.0,0,47.0,9,1,0,577,False,False,False,False,False,False,False,True
2,31500000.0,680000,21.5,2.0,3.0,1.0,1,3.0,0,1,0,525,False,False,True,False,False,False,False,False
0,149000000.0,660000,41.8,5.0,7.0,2.0,0,8.0,14,3,0,549,False,False,False,True,False,False,False,False
2,83000000.0,60000,17.5,4.0,4.0,1.0,0,2.0,10,0,0,602,False,False,False,False,False,False,False,True
2,28000000.0,490000,17.5,7.0,14.0,1.0,0,104.0,5,0,0,588,False,False,True,False,False,False,False,False
2,78500000.0,470000,26.295,3.0,5.0,1.0,1,4.0,0,3,0,553,False,False,True,False,False,False,False,False
